Datetime,Open,Open,Open,Open,Open,Open,Open,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low
,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA
2023-08-14 11:45,179.2200012,139.9199066,131.1763,303.842804,323.1300049,429.2950134,237.9608002,179.0099945,139.4450073,131.0749969,304.2999878,322.8699951,430.3999939,237.0899963,179.4880066,140.044693,131.3450012,304.5899963,323.9455872,432.1199951,238.3999939,178.9400024,139.4299927,131.0399933,303.730011,322.8399963,429.2950134,236.8999939
2023-08-14 12:00,179.0099945,139.440094,131.0950012,304.2900085,322.9500122,430.2999878,237.0899963,178.9319,138.9900055,131.0099945,304.1004944,322.7278137,429.1899109,237.6699066,179.2550049,139.4835052,131.2100067,304.3599854,323.1350098,431.6000061,238.1750031,178.9100037,138.8600006,130.9600067,303.6917114,322.611908,428.8500061,236.8699951
2023-08-14 12:15,178.9299927,138.9799957,131,304.1600037,322.7000122,429.1099854,237.6499939,178.7144928,138.9100037,130.7149963,303.230011,322.1499939,429.9216003,238.269104,179.0099945,139.0899963,131,304.1700134,322.8699036,430.5,238.5491028,178.6199951,138.5350037,130.5700073,302.6199951,321.8900146,428.6500854,236.7100067
2023-08-14 12:30,178.7100067,138.9149933,130.7100067,303.1300049,322.1000061,429.9200134,238.2700958,178.9349976,139.1060028,130.7850037,303.7999878,322.3099976,429.9057007,238.9273987,178.9600067,139.1600037,130.821106,304.1000061,322.4700012,432.25,239.0800018,178.5899963,138.7899933,130.5899963,302.9400024,321.8359985,428.5600891,238
2023-08-14 12:45,178.9387054,139.1100006,130.7899933,303.8099976,322.3500061,429.8999939,238.9313049,179.1600037,139.0883026,130.9299927,303.8399963,322.3799133,431.3800049,239.0101013,179.2200012,139.2100067,130.9499969,303.9336853,322.6698914,431.5169983,239.6170044,178.9299927,138.8999939,130.7299957,303.269989,322.1199951,429.7641907,238.6100006
2023-08-14 13:00,179.1699982,139.0899963,130.9299927,303.8099976,322.3599854,431.3850098,239.0500031,179.2749939,139.1499939,131,304.4899902,322.6199951,434.0050049,238.6199951,179.3300018,139.25,131.0899963,304.5,322.7999878,434.75,239.6000061,179.1300049,138.9600067,130.9149933,303.7023926,322.2484131,431.0599976,238.2127991
2023-08-14 13:15,179.2700043,139.1399994,130.9799957,304.4599915,322.6199951,433.9899902,238.6000061,179.2279053,139.4700012,130.8500061,304.3599854,322.4299927,434.6700134,238.7698975,179.4400024,139.4949951,131.0500031,304.9400024,322.9500122,435.9599915,238.9799957,179.1699982,139.1387939,130.7299957,304.2101135,322.269989,433.6099854,238.1000977
2023-08-14 13:30,179.2299957,139.4700012,130.8500061,304.2999878,322.4500122,434.6600037,238.7599945,179.1990051,139.5200043,130.75,304.3299866,322.2000122,435.2900085,238.4598999,179.3000031,139.6999969,130.9400024,304.5762024,322.5799866,435.5700073,239.0200043,179.0700073,139.3600006,130.6999969,303.9200134,322.1600037,434,238.1199951
2023-08-14 13:45,179.1999969,139.5200043,130.7550049,304.2999878,322.1900024,435.2850037,238.4499969,179.1690063,139.6083984,130.7200012,304.1200867,322.3483887,434.7799988,238.2272034,179.2299957,139.6100006,130.8300018,304.5899963,322.3599854,435.3699951,238.5,179.0299988,139.2599945,130.5800018,303.8699951,321.7099915,433.5599976,237.6600952
2023-08-14 14:00,179.1699982,139.6100006,130.7299957,304.144989,322.3500061,434.75,238.25,179.1799927,139.5099945,130.5950012,303.230011,321.9599915,433.2999878,237.9308014,179.3500061,139.6399994,130.7400055,304.1900024,322.3699951,436.25,238.5050049,178.9096069,139.3899994,130.4199982,303.0300903,321.6600037,432.6300049,237.3600006
2023-08-14 14:15,179.1600037,139.5,130.5885925,303.2099915,321.9700012,433.2000122,237.8999939,179.0899963,139.5399933,130.5449982,303.5400085,321.9899902,433.9898987,238.3484039,179.1799927,139.5570068,130.6300049,303.6391907,322.0899963,434.1600037,238.4499969,178.9600067,139.2200012,130.2599945,302.8530884,321.5849915,432.4265137,237.5800018
2023-08-14 14:30,179.1000061,139.5399933,130.5500031,303.6099854,321.9899902,433.9899902,238.3600006,178.8999939,139.5700073,130.3800049,303.1000061,321.7084961,432.6706848,238.0924988,179.1100006,139.6699982,130.6600037,303.7200012,322.0458984,434.5999146,238.8099976,178.6999969,139.3099976,130.375,302.9599915,321.4400024,432.1000061,237.6600037
2023-08-14 14:45,178.9100037,139.5500031,130.3800049,303.0599976,321.7000122,432.7399902,238.1049957,178.9499969,139.6199036,130.5399933,303.8800049,321.9400024,433.6300049,238.4602966,179.0500031,139.8000031,130.6000061,304.1199036,322.0589905,434.3999939,239.0599976,178.8099976,139.4949951,130.3399963,302.9515076,321.5452881,432.0400085,237.9400024
2023-08-14 15:00,178.9600067,139.6150055,130.5399933,303.9299927,321.9599915,433.6700134,238.4506989,179.0142059,139.7001038,130.7599945,304.443512,322.625,434.5450134,238.4662018,179.1100006,139.8000031,130.7899933,304.4713135,322.6400146,434.9899902,238.8899994,178.8300018,139.5099945,130.4750061,303.6199951,321.7399902,433.230011,238.0299988
2023-08-14 15:15,179.0099945,139.6999969,130.7599945,304.4400024,322.6199951,434.6000061,238.4499969,178.9649963,139.5749969,130.7449951,305.0299988,322.7099915,434.0517883,238.4250031,179.1450043,139.8099976,130.8549957,305.1900024,322.8800049,434.9700012,238.8999939,178.8699951,139.5500031,130.7149963,304.2399902,322.3399963,433.8299866,238.2200012
2023-08-14 15:30,178.9600067,139.5700073,130.7400055,305.0350037,322.7099915,434.0599976,238.4199982,179.1349945,139.9799957,131.0700073,305.8299866,323.4700012,436.0150146,239.0899963,179.1999969,140.0299988,131.0700073,305.8500061,323.5,436.6600037,239.1799927,178.8600006,139.5399933,130.6699982,304.9100037,322.4100952,434.019989,238.2299957
2023-08-14 15:45,179.1300049,139.9799957,131.0681,305.8175964,323.4549866,435.9801025,239.0700073,179.5099945,140.5800018,131.3300018,306.1900024,324.0299988,437.6149902,239.7599945,179.5200043,140.5899963,131.3699951,306.2099915,324.0400085,438,239.8399963,178.8999939,139.8049927,130.8999939,305.269989,322.7999878,435.4100037,238.8800049
2023-08-15 9:30,179.0899963,140.4199982,131.2749939,306.1400146,323,445.6000061,238.7299957,178.8146973,139.6950073,130.5648956,304.375,323.9299927,445.1221924,237.0050049,179.4799957,141.2778015,131.4199982,307.230011,324.6300049,452.6799927,240.5,178.7615967,139.5249939,130.4750061,303.8500061,322.8599854,443.1600037,236.6999969
2023-08-15 9:45,178.8099976,139.7100067,130.5500031,304.3399963,323.9024963,444.9299927,236.9900055,178.4400024,139.2599945,130.8099976,303.3299866,323.6600037,440.3099976,236.4600067,178.8899994,139.9499969,130.9299927,304.3699951,324.8999939,446.25,237.6000061,178.4199982,139.1199951,130.3099976,303.25,323.1700134,439.480011,235.8699951
2023-08-15 10:00,178.4299927,139.2599945,130.8200073,303.3599854,323.6099854,440.2749939,236.4900055,177.883194,138.512207,130.0599976,302.3999939,321.7000122,441.2049866,235.9029999,178.4949951,139.2649994,130.8200073,303.8898926,323.6700134,442.2200012,236.8500061,177.7400055,138.1699982,130.0500031,302,321.1000061,437.3400879,235.3699951
2023-08-15 10:15,177.8800049,138.5099945,130.0700073,302.4299927,321.7200012,441.1199951,235.8999939,177.8119049,138.0299988,130.1100006,302.2799988,322.0599976,439.1102905,235.3598938,178.1100006,138.6199951,130.3600006,302.9999084,322.5400085,442.5100098,236.8800049,177.5299988,137.9450073,129.9199982,301.5700073,321.6099854,437.1000061,235.1300049
2023-08-15 10:30,177.8150024,138.0299988,130.0850067,302.2799988,321.980011,439.1600037,235.3600006,177.5511017,138.1450043,130.001297,302.3349915,322.1199951,441.3700867,235.3199005,177.8699951,138.1699982,130.1049957,302.4599915,322.3999939,441.7399902,235.5500031,177.3800049,137.6999969,129.6399994,301.6199951,321.2929993,437.5,234.2700043
2023-08-15 10:45,177.5500031,138.1499939,130,302.25,322.1000061,441.3699951,235.3000031,177.6950073,138.0901031,129.8099976,302.9400024,322.1900024,441.1499939,234.7599945,177.8699036,138.3399963,130.2299957,303.1499939,322.7709961,442.5899963,236.0549927,177.5350037,137.9600067,129.8099976,302.25,321.9700012,440.5299988,234.75
2023-08-15 11:00,177.6999969,138.0950012,129.8099976,302.9700012,322.1950073,441.2099915,234.7799072,178.1268005,138.3899994,130.2149963,303.8299866,323.5100098,445.4599915,236.0388031,178.1600037,138.5549927,130.2649994,304.1499939,323.7200012,445.6199036,236.3899994,177.6950073,138.0800934,129.8099976,302.7099915,322.1900024,441.1600037,234.75
2023-08-15 11:15,178.125,138.3999939,130.2100067,303.8299866,323.4899902,445.4281006,236.0200958,178.1499023,138.25,130.2899933,303.1600037,324,445.4794006,235.3507996,178.2299957,138.469101,130.3500061,303.8800049,324.3244019,445.8299866,236.1799011,177.8600006,137.8899994,129.9799957,302.1799927,323.1499939,443.2799988,234.8200073
2023-08-15 11:30,178.1450043,138.2400055,130.2949982,303.019989,323.9500122,445.2099915,235.3500061,178.1699982,138.1649933,130.2400055,303.2914124,324.2000122,444.7900085,235.5650024,178.3950043,138.4299927,130.3699951,304.0100098,324.4400024,446.4500122,236.1300049,178.0700073,138.0899963,130.0800018,302.9500122,323.6350098,444.5499878,234.8899994
2023-08-15 11:45,178.1600037,138.1600037,130.2299957,303.2999878,324.1749878,444.7149963,235.5585938,178.3099976,138.2299957,130.5500946,303.5,324.8500061,447.3764954,235.8984985,178.3200073,138.2299957,130.5973969,303.7998962,324.9370117,447.3999939,235.9600067,177.9900055,138.0200043,130.1349945,303.0400085,323.769989,444.5599976,235.1100006
2023-08-15 12:00,178.3099976,138.2350006,130.5599976,303.519989,324.855011,447.3399963,235.9100037,178.0099945,137.9700012,130.261795,303.7099915,324.2600098,447.7099915,235.25,178.4400024,138.4499969,130.9199982,304.0570068,325.0899963,447.9100037,236.1399994,177.8500061,137.8849945,130.1732941,303.1260071,323.9899902,446.1000061,234.9600067
2023-08-15 12:15,178,137.9600067,130.2599945,303.6900024,324.2506104,447.7200012,235.2398987,178.1699982,138.1853027,130.5200043,303.7799988,324.269989,447.535614,235.25,178.3000031,138.2200012,130.6098938,304.0400085,324.6799927,448.2200012,235.4600067,177.9250031,137.8500061,130.1600037,303.230011,323.9200134,446.5499878,234.5099945
2023-08-15 12:30,178.1699982,138.1999969,130.5200043,303.7999878,324.3099976,447.5299988,235.25,177.9799957,138,130.5198975,303.769989,323.8999939,446,234.6898956,178.2200012,138.2200012,130.5800018,303.980011,324.4400024,447.7900085,235.623703,177.9400024,137.8950043,130.3300018,303.3200073,323.8699951,445.5499878,234.6499939
2023-08-15 12:45,177.9700012,137.9949951,130.5,303.769989,323.8850098,446,234.6799927,177.9499969,137.9600067,130.5800018,303.3299866,324.1380005,445,233.9799042,178.0500031,138.0599976,130.5899963,303.8999939,324.1900024,446.6000061,235.0792999,177.7810059,137.8099976,130.3200073,302.8381042,323.7261963,443.1700134,233.8500061
2023-08-15 13:00,177.9600067,137.9600067,130.5700073,303.3250122,324.0899963,445.0672913,233.9790955,178.0599976,138.1150055,130.6699982,303.4930115,324.730011,445.7000122,234.2223053,178.1000061,138.1649933,130.6900024,303.6091003,324.730011,445.7734985,234.3300018,177.8200073,137.8399963,130.4299927,302.9500122,323.7999878,443.3699951,233.1999969
2023-08-15 13:15,178.0682068,138.1199951,130.6799927,303.5799866,324.7589111,445.75,234.2200928,178.1298981,138.1604004,130.6699982,303.6499939,324.7200012,444.7000122,233.922699,178.2400055,138.3498993,130.7799988,303.9200134,325.019989,446.3500061,234.4400024,178.0500031,138.0500031,130.6300049,303.1400146,324.519989,444.5,233.6399994
2023-08-15 13:30,178.1300049,138.1600037,130.6600037,303.6683044,324.7099915,444.8099976,233.9214935,177.7200012,137.7700043,130.2100067,302.4899902,324.2200012,442.9200134,233.0301056,178.1600037,138.1900024,130.6699982,303.7000122,324.9700012,444.8799133,234.0699005,177.6699982,137.7200012,130.1300049,302.3200073,324.0799866,442.3299866,232.8506012
2023-08-15 13:45,177.7100067,137.7599945,130.2100067,302.4500122,324.2000122,443.0042114,233.0399933,177.8300018,137.8997955,130.1900024,302.7000122,324.4100037,444.7349854,233.5800018,177.8999939,137.9750061,130.2700043,302.9299927,324.4899902,444.8999939,233.7700043,177.6199951,137.7100983,130.0700073,302.3699951,323.980011,442.8670959,232.9400024
2023-08-15 14:00,177.8390961,137.8999939,130.1900024,302.7099915,324.4200134,444.6542969,233.5791016,177.9299927,137.9100037,130.2700043,302.6799927,324.1330872,445.8999023,233.9656067,177.9850006,138.0200043,130.3052063,303.0498962,324.519989,446.269989,234.0899963,177.7400055,137.8300018,130.1199951,302.519989,324.0990906,444.5100098,233.2559967
2023-08-15 14:15,177.9299927,137.8999939,130.2599945,302.6600037,324.1000061,445.7999878,233.9400024,177.8899994,137.9794006,130.1199951,302.1400146,323.480011,444.4252014,233.1300049,177.9750061,138.0599976,130.3300018,302.9085999,324.2900085,445.9898987,234.0299072,177.8300018,137.8600006,130.0800018,302.019989,323.1099854,444.4252014,233.0399933
2023-08-15 14:30,177.8999939,137.9799957,130.1300049,302.2049866,323.5,444.4599915,233.1399994,178.1600037,138.1898956,130.3049927,302.9400024,323.9772949,446.5241089,234.0399933,178.1900024,138.1999969,130.3049927,302.9599915,324.0498962,446.6600037,234.1199951,177.8699951,137.9600067,130.0836029,302.1099854,323.3900146,444.2600098,233.0899963
2023-08-15 14:45,178.1499939,138.1999969,130.3099976,302.9200134,323.9849854,446.5241089,234.0399933,178,137.9282074,130.1600037,302.7799988,323.5299988,445.8400879,233.8699036,178.2350006,138.2299957,130.3500061,302.9599915,324.0700073,446.5889893,234.1100006,177.9299927,137.8600006,130.0785065,302.6000061,323.1900024,445.1099854,233.5700073
2023-08-15 15:00,177.9900055,137.9212036,130.1549988,302.7349854,323.5299988,445.9400024,233.8699951,177.7915955,137.8249969,129.9799957,301.5098877,322.6400146,444.5361023,233.6786957,178.0749969,138.1000061,130.1600037,302.769989,323.549408,446.9899902,234.3999939,177.7557068,137.8150024,129.9799957,301.4849854,322.5499878,444.230011,233.6600037
2023-08-15 15:15,177.7901001,137.8249969,129.9850006,301.480011,322.6200867,444.6499939,233.6699982,177.2850037,137.2902985,129.3699951,300.1400146,321.3634949,441.8900146,232.7400055,177.9400024,137.8480072,130.0099945,301.855011,322.7567139,444.8800049,233.9799957,177.2700043,137.2799988,129.3600006,300.105011,321.3099976,441.8900146,232.6100006
2023-08-15 15:30,177.2799988,137.2899933,129.3600006,300.0799866,321.3510132,441.9798889,232.7700043,177.1399994,137.4450073,129.4100037,300.7000122,321.2600098,439.8900146,232.9299927,177.3600006,137.5700073,129.6199951,300.980011,321.6499023,443.1899109,233.5850067,177.0500031,137.2299957,129.2799988,300.0299988,320.9034119,439.5299988,232.6201019
2023-08-15 15:45,177.1399994,137.4400024,129.4049988,300.6900024,321.2600098,439.8450012,232.9499054,177.4799957,137.6999969,129.7799988,301.9200134,321.8900146,439.4100037,232.9450073,177.7200012,137.8500061,130.0200043,302.269989,322.1600037,440.769989,233.7400055,177.1300049,137.4219055,129.3800049,300.6099854,321.230011,439.019989,232.75
2023-08-16 9:30,177.1300049,137.1900024,128.6999969,300.1950073,320.7999878,445.2000122,228.0200043,177.7124023,135.870697,129.1945038,299.3399963,321.4700012,442.2799988,230.815506,177.9680023,137.1999969,129.3800049,300.1950073,321.8861084,446.75,232.1799011,176.8399963,135.8549957,128.5599976,297.730011,319.8034973,441.0499878,227.4499969
2023-08-16 9:45,177.7149963,135.8899994,129.1799927,299.3099976,321.4549866,442.2049866,230.8450012,177.9770966,136.7400055,129.3049927,299.3999939,321.6900024,441.1799927,233.4299927,178.1900024,136.8999939,129.7400055,300.4899902,322.6099854,444.6000061,233.9700012,177.5,135.8650055,129.0299988,298.3999939,321.2099915,440.0899963,230.1000061
2023-08-16 10:00,177.9750061,136.7400055,129.3000031,299.2950134,321.6900024,441.1749878,233.4349976,178.2700043,136.8800049,129.8849945,300.1700134,322.8399963,442.5380859,233.25,178.4400024,137.1199951,129.8975067,300.6400146,323.0599976,443.1600037,233.6600037,177.625,136.2700043,129.1150055,298.5299988,321.1300049,437.9899902,231.6999969
2023-08-16 10:15,178.2599945,136.8699951,129.8899994,300,322.7999878,442.5100098,233.259903,177.8200073,136.6649933,129.7200012,299.7449951,322.7475891,442,231.1799927,178.5399933,137.2700043,129.9900055,301.0799866,323.7900085,444.1231079,233.8699951,177.8000031,136.5749969,129.6304016,299.4400024,322.5350037,441.2000122,230.8399963
2023-08-16 10:30,177.8099976,136.6600037,129.7100067,299.6400146,322.7600098,441.9100037,231.1450043,178.1699982,137.0397034,130.2550049,300.4237061,323.1900024,442.9200134,232.1499939,178.3099976,137.0700073,130.280899,300.5499878,323.3500061,443.5,232.5899048,177.7899933,136.4550018,129.6300049,299.2799988,322.3500061,441.3299866,231.0099945
2023-08-16 10:45,178.1600037,137.0449982,130.2599945,300.4411926,323.1700134,442.8601074,232.1351013,178.2149963,136.7400055,129.7899933,299.7461853,323.3900146,441.7650146,230.4598999,178.2200012,137.0500031,130.2599945,300.4700012,323.5700073,443.019989,232.25,177.7700043,136.3300018,129.6000061,298.8197937,322.2200012,440.0400085,230.25
2023-08-16 11:00,178.2200012,136.7400055,129.7799988,299.7200012,323.3999939,441.730011,230.5,177.8901062,136.5119019,129.4499969,298.9649963,323.7900085,441.855011,229.25,178.3350067,137.0299988,129.9250031,300.3099976,324,443.230011,230.759903,177.8450012,136.4499969,129.3899994,298.7000122,323.0100098,441.0700073,228.9700012
2023-08-16 11:15,177.8950043,136.5299988,129.4499969,298.9649963,323.7799988,441.8599854,229.2599945,177.8099976,136.6699982,129.3000031,298.8599854,323.4599915,441.2601929,228.7799988,177.9450073,136.8249969,129.5700073,299.269989,324.4200134,442.2598877,229.8000031,177.6799927,136.4517975,129.2149963,298.5700073,323.2799988,440.6900024,228.3999939
2023-08-16 11:30,177.8000031,136.6549988,129.3000031,298.8349915,323.4183044,441.3399963,228.7899933,177.75,136.3800049,128.8477936,297.5299988,323.0899963,441.75,228.4790955,177.9100037,136.6799927,129.3000031,298.8609009,323.5,442.2099915,228.9900055,177.6799927,136.3000031,128.8224945,297.4100037,322.8900146,440.8999939,228.1999969
2023-08-16 11:45,177.7400055,136.3699951,128.8399963,297.519989,323.0799866,441.6799927,228.4799957,177.6600037,135.6598969,128.5650024,297.1650085,322.2600098,438.1917114,228.4880066,177.8899994,136.4649963,128.9786072,297.7799988,323.1700134,442.269989,229.0899963,177.5,135.5202026,128.4403076,296.6099854,322,437.6700134,227.7100983
2023-08-16 12:00,177.6600037,135.6600037,128.5599976,297.1199951,322.230011,438.1400146,228.4786072,177.3950043,135.4700012,128.2949982,296.5799866,321.5299988,436,228.1799927,177.6649933,135.9250031,128.6900024,297.3699951,322.3099976,439.6300049,229.2799988,177.3049927,135.4118042,128.2799988,296.1960144,321.25,435.6099854,228
2023-08-16 12:15,177.3950043,135.4700012,128.3000031,296.6000061,321.5700073,436,228.1884003,177.4199982,135.6000061,127.9599991,295.9500122,321.6900024,435.359314,226.928299,177.5500031,135.8650055,128.3800049,296.8699951,321.9599915,436.6990051,228.4199982,177.3600006,135.440094,127.9150009,295.75,321.5299988,434.0599976,226.6699982
2023-08-16 12:30,177.4100037,135.6000061,127.9550018,295.9500122,321.7000122,435.3349915,226.9391022,177.8150024,135.9149933,128.3950043,296.7308044,322.1484985,437.5599976,228.2599945,177.8399963,135.9183044,128.4349976,296.8699951,322.2986145,437.980011,228.5899963,177.3200073,135.5099945,127.8649979,295.8999939,321.5400085,435.1199951,226.8699951
2023-08-16 12:45,177.8173065,135.9004974,128.3899994,296.7437134,322.1099854,437.5499878,228.2400055,177.5973053,135.6049957,128.1349945,296.4100037,321.3299866,436.8299866,227.6799927,177.8200073,135.920105,128.4349976,297.1400146,322.1599121,437.6000061,228.5299072,177.5599976,135.5800018,128.1217041,296.2149963,321.3150024,436.2999878,227.3500061
2023-08-16 13:00,177.5899963,135.6049957,128.1399994,296.3699951,321.3169861,436.7998962,227.6898956,177.625,135.5599976,128.1100006,296.2644043,321.3095093,437.2449951,227.8899994,177.9499969,135.8099976,128.3300018,296.9299927,321.9899902,437.730011,228.3899994,177.3800049,135.2899933,127.8850021,295.8104858,320.7000122,435.6000977,227.1799927
2023-08-16 13:15,177.6100006,135.5500031,128.1000061,296.2423096,321.2980957,437.2200012,227.8899994,177.8650055,135.8701019,128.2050018,297.3900146,321.3800049,438,228.5599976,177.9499969,135.8899994,128.2050018,297.5400085,321.4999084,438.7874146,228.8300018,177.6000061,135.4450073,127.9649963,296.1401062,321.1400146,437.1000977,227.8399963
2023-08-16 13:30,177.8600006,135.8699951,128.1999969,297.3900146,321.3399963,437.9649963,228.5442963,178.1710052,136.2200012,128.5099945,297.2449951,322.3299866,439.6499939,228.9904938,178.2507935,136.2799988,128.5599976,297.4500122,322.5599976,440.3599854,229.2100067,177.7001038,135.7949982,128.1199951,296.3601074,321.2000122,437.6000061,228.1100006
2023-08-16 13:45,178.1699982,136.2212067,128.5200043,297.2449951,322.3063965,439.6499939,229.0198975,178.0800018,136.4100037,128.5299988,297.4249878,322.6199951,438.7900085,228.902298,178.3771057,136.5700073,128.6549988,297.9599915,322.9100037,440.7999878,229.2200012,178.0200043,136.2212067,128.5200043,296.9450073,322.1199951,438.7200012,228.7100067
2023-08-16 14:00,178.1000061,136.3999939,128.5200043,297.3699951,322.5899963,438.8250122,228.9100037,177.5299988,135.9523926,128.2384033,296.2999878,321.8349915,437.6400146,227.5399933,178.1300049,136.4066925,128.5500031,297.4400024,322.6199951,439.0799866,228.9299927,177.3099976,135.6999969,127.9700012,295.5499878,321.1300049,436.25,226.9499969
2023-08-16 14:15,177.5099945,135.9499969,128.2200012,296.3099976,321.7999878,437.54599,227.5500031,178.1000061,136.6549988,129.0599976,298.1650085,323.398407,440.8244934,228.9600983,178.2200012,136.7599945,129.1300049,298.3699951,323.6289978,441.5,229.3500061,177.4700012,135.8899994,128.2100067,296.2850037,321.6799927,437.3500061,227.3399963
2023-08-16 14:30,178.1000061,136.6499939,129.0700073,298.1300049,323.3900146,440.7950134,228.9700012,177.8300018,136.4299927,128.9600067,297.6799927,322.375,439.4111938,228.7713928,178.3099976,136.9199982,129.1999969,298.8299866,323.6499939,441.7600098,229.4700012,177.6499939,136.2400055,128.8000031,297.4299927,322.1600037,439.0100098,228.2599945
2023-08-16 14:45,177.8200073,136.4299927,128.9499969,297.7189941,322.3599854,439.3099976,228.7799988,177.758606,136.1699982,129.0299988,297.1099854,322.0328064,439.1300049,228.3399963,177.9799957,136.6300049,129.0599976,298.0700073,322.6300049,440.1499939,228.9499054,177.5299988,135.9799957,128.7200012,296.667511,321.7099915,437.8699951,227.9100037
2023-08-16 15:00,177.7599945,136.1499939,129.0099945,297.1339111,322.0249939,439.0599976,228.3399963,176.9799957,135.5534973,128.3699951,295.5849915,320.5050049,435.4349976,226.9100037,177.7599945,136.2599945,129.0099945,297.1339111,322.0249939,439.1499023,228.3399963,176.8800049,135.4850006,128.2899933,295.4200134,320.3999939,435,226.75
2023-08-16 15:15,176.9700012,135.5399933,128.3500061,295.5899963,320.4700012,435.3699951,226.9100037,177.1199951,135.5350037,128.6900024,295.9949951,320.480011,436.2903137,227.0299988,177.1898956,135.690094,128.8399963,296.3999939,320.9899902,436.9898987,227.1399994,176.8500061,135.2949982,128.3300018,295.4200134,320.25,435.0700073,226.25
2023-08-16 15:30,177.1300049,135.5399933,128.6999969,295.9899902,320.4899902,436.3900146,227.0599976,177.0500031,135.5599976,128.8699951,295.4400024,321.0801086,436.3175964,226.3200073,177.3092041,135.7599945,128.9299927,296.0549927,321.1700134,437.3699036,227.6199951,176.9400024,135.3899994,128.6199951,295.0400085,320.25,435.519989,226
